day,date,temperature_C,salinity_psu,light_Wm2,fraction_of_day,air_temp_C,wind_speed_ms,elevation_m,depth_m,bg_light_ext_1m,ice_cover
1173,2015-03-19,5.4540,0.1140,157.9440,0.4903,5.4540,4.0000,0.0000,1.5171,0.6000,0.0000
1174,2015-03-20,5.6379,0.1135,117.6661,0.4935,5.6379,4.0000,0.0000,1.5171,0.6000,0.0000
1175,2015-03-21,5.5088,0.1144,45.9883,0.4968,5.5088,4.0000,0.0000,1.5171,0.6000,0.0000
1176,2015-03-22,4.0669,0.1417,138.4665,0.5000,4.0669,4.0000,0.0000,1.5171,0.6000,0.0000
1177,2015-03-23,3.9673,0.1163,89.3317,0.5032,3.9673,4.0000,0.0000,1.5171,0.6000,0.0000
1178,2015-03-24,4.1718,0.1160,142.5959,0.5065,4.1718,4.0000,0.0000,1.5171,0.6000,0.0000
1179,2015-03-25,4.7248,0.1165,154.1517,0.5097,4.7248,4.0000,0.0000,1.5171,0.6000,0.0000
1180,2015-03-26,5.3675,0.1163,112.9230,0.5130,5.3675,4.0000,0.0000,1.5171,0.6000,0.0000
1181,2015-03-27,6.1007,0.1151,84.8629,0.5162,6.1007,4.0000,0.0000,1.5171,0.6000,0.0000
1182,2015-03-28,6.2656,0.1145,107.5423,0.5194,6.2656,4.0000,0.0000,1.5171,0.6000,0.0000
1183,2015-03-29,6.1779,0.1129,132.9968,0.5227,6.1779,4.0000,0.0000,1.5171,0.6000,0.0000
1184,2015-03-30,6.0956,0.1117,53.8327,0.5259,6.0956,4.0000,0.0000,1.5171,0.6000,0.0000
1185,2015-03-31,5.8236,0.1132,124.7720,0.5291,5.8236,4.0000,0.0000,1.5171,0.6000,0.0000
1186,2015-04-01,5.5207,0.2547,71.8777,0.5323,5.5207,4.0000,0.0000,1.5171,0.6000,0.0000
1187,2015-04-02,5.3624,1.7601,116.1731,0.5356,5.3624,4.0000,0.0000,1.5171,0.6000,0.0000
1188,2015-04-03,5.3664,3.5592,171.7188,0.5388,5.3664,4.0000,0.0000,1.5171,0.6000,0.0000
1189,2015-04-04,5.5493,3.1748,154.1918,0.5420,5.5493,4.0000,0.0000,1.5171,0.6000,0.0000
1190,2015-04-05,5.6877,2.9449,118.4247,0.5452,5.6877,4.0000,0.0000,1.5171,0.6000,0.0000
1191,2015-04-06,5.7125,1.3465,159.9313,0.5484,5.7125,4.0000,0.0000,1.5171,0.6000,0.0000
1192,2015-04-07,5.9634,0.4775,117.7491,0.5516,5.9634,4.0000,0.0000,1.5171,0.6000,0.0000
1193,2015-04-08,6.3236,0.2900,199.6277,0.5548,6.3236,4.0000,0.0000,1.5171,0.6000,0.0000
1194,2015-04-09,6.7637,0.2437,219.6030,0.5580,6.7637,4.0000,0.0000,1.5171,0.6000,0.0000
1195,2015-04-10,7.3211,0.1690,221.7542,0.5612,7.3211,4.0000,0.0000,1.5171,0.6000,0.0000
1196,2015-04-11,7.9531,0.1388,216.5608,0.5643,7.9531,4.0000,0.0000,1.5171,0.6000,0.0000
1197,2015-04-12,8.3978,0.1293,182.4867,0.5675,8.3978,4.0000,0.0000,1.5171,0.6000,0.0000
1198,2015-04-13,7.9326,0.1253,86.4111,0.5707,7.9326,4.0000,0.0000,1.5171,0.6000,0.0000
1199,2015-04-14,7.6331,0.1762,212.1980,0.5738,7.6331,4.0000,0.0000,1.5171,0.6000,0.0000
1200,2015-04-15,7.7956,0.2231,92.8240,0.5770,7.7956,4.0000,0.0000,1.5171,0.6000,0.0000
1201,2015-04-16,7.7948,0.2464,176.6573,0.5801,7.7948,4.0000,0.0000,1.5171,0.6000,0.0000
1202,2015-04-17,7.8664,0.2987,198.5622,0.5832,7.8664,4.0000,0.0000,1.5171,0.6000,0.0000
1203,2015-04-18,7.6974,0.9809,202.2891,0.5863,7.6974,4.0000,0.0000,1.5171,0.6000,0.0000
1204,2015-04-19,7.6850,0.6774,130.7121,0.5894,7.6850,4.0000,0.0000,1.5171,0.6000,0.0000
1205,2015-04-20,7.8408,1.1897,230.0249,0.5925,7.8408,4.0000,0.0000,1.5171,0.6000,0.0000
1206,2015-04-21,8.2480,0.8124,204.9425,0.5956,8.2480,4.0000,0.0000,1.5171,0.6000,0.0000
1207,2015-04-22,8.7750,0.3189,243.3282,0.5987,8.7750,4.0000,0.0000,1.5171,0.6000,0.0000
1208,2015-04-23,9.2146,0.1805,235.2403,0.6017,9.2146,4.0000,0.0000,1.5171,0.6000,0.0000
1209,2015-04-24,9.3528,0.1601,172.9433,0.6048,9.3528,4.0000,0.0000,1.5171,0.6000,0.0000
1210,2015-04-25,9.9119,0.1451,231.2810,0.6078,9.9119,4.0000,0.0000,1.5171,0.6000,0.0000
1211,2015-04-26,11.0696,0.1357,221.3994,0.6108,11.0696,4.0000,0.0000,1.5171,0.6000,0.0000
1212,2015-04-27,11.9111,0.1306,195.9063,0.6138,11.9111,4.0000,0.0000,1.5171,0.6000,0.0000
1213,2015-04-28,12.7434,0.1350,145.0756,0.6168,12.7434,4.0000,0.0000,1.5171,0.6000,0.0000
1214,2015-04-29,12.2447,0.2402,237.1025,0.6197,12.2447,4.0000,0.0000,1.5171,0.6000,0.0000
1215,2015-04-30,12.1862,0.1403,231.7380,0.6226,12.1862,4.0000,0.0000,1.5171,0.6000,0.0000
1216,2015-05-01,12.4098,0.1213,196.3512,0.6256,12.4098,4.0000,0.0000,1.5171,0.6000,0.0000
1217,2015-05-02,11.6043,0.1188,144.3767,0.6284,11.6043,4.0000,0.0000,1.5171,0.6000,0.0000
1218,2015-05-03,11.4177,0.1200,246.7032,0.6313,11.4177,4.0000,0.0000,1.5171,0.6000,0.0000
1219,2015-05-04,11.6272,0.1164,95.8213,0.6342,11.6272,4.0000,0.0000,1.5171,0.6000,0.0000
1220,2015-05-05,12.3051,0.1139,219.2748,0.6370,12.3051,4.0000,0.0000,1.5171,0.6000,0.0000
1221,2015-05-06,13.3942,0.1123,205.2552,0.6398,13.3942,4.0000,0.0000,1.5171,0.6000,0.0000
1222,2015-05-07,14.1398,0.1121,261.6538,0.6425,14.1398,4.0000,0.0000,1.5171,0.6000,0.0000
1223,2015-05-08,14.1295,0.1124,238.5646,0.6453,14.1295,4.0000,0.0000,1.5171,0.6000,0.0000
1224,2015-05-09,14.3181,0.1124,280.9640,0.6480,14.3181,4.0000,0.0000,1.5171,0.6000,0.0000
1225,2015-05-10,14.4262,0.1122,138.5952,0.6506,14.4262,4.0000,0.0000,1.5171,0.6000,0.0000
1226,2015-05-11,14.1605,0.1133,234.7154,0.6533,14.1605,4.0000,0.0000,1.5171,0.6000,0.0000
1227,2015-05-12,14.5221,0.1124,232.5790,0.6559,14.5221,4.0000,0.0000,1.5171,0.6000,0.0000
1228,2015-05-13,14.2651,0.1127,229.9383,0.6585,14.2651,4.0000,0.0000,1.5171,0.6000,0.0000
1229,2015-05-14,13.5401,0.1137,204.2551,0.6610,13.5401,4.0000,0.0000,1.5171,0.6000,0.0000
1230,2015-05-15,13.5103,0.3009,245.3875,0.6635,13.5103,4.0000,0.0000,1.5171,0.6000,0.0000
1231,2015-05-16,13.5049,0.8282,287.3098,0.6660,13.5049,4.0000,0.0000,1.5171,0.6000,0.0000
1232,2015-05-17,13.4601,0.4421,244.6613,0.6684,13.4601,4.0000,0.0000,1.5171,0.6000,0.0000
1233,2015-05-18,12.6311,0.4324,240.3677,0.6708,12.6311,4.0000,0.0000,1.5171,0.6000,0.0000
1234,2015-05-19,12.7839,0.3113,167.8310,0.6731,12.7839,4.0000,0.0000,1.5171,0.6000,0.0000
1235,2015-05-20,13.2640,0.2592,107.7912,0.6754,13.2640,4.0000,0.0000,1.5171,0.6000,0.0000
1236,2015-05-21,13.2993,0.3288,213.4712,0.6777,13.2993,4.0000,0.0000,1.5171,0.6000,0.0000
1237,2015-05-22,14.0689,0.2215,297.7278,0.6798,14.0689,4.0000,0.0000,1.5171,0.6000,0.0000
1238,2015-05-23,14.4585,0.1522,179.9347,0.6820,14.4585,4.0000,0.0000,1.5171,0.6000,0.0000
1239,2015-05-24,14.8194,0.1503,298.1848,0.6841,14.8194,4.0000,0.0000,1.5171,0.6000,0.0000
1240,2015-05-25,15.6130,0.1407,269.6317,0.6861,15.6130,4.0000,0.0000,1.5171,0.6000,0.0000
1241,2015-05-26,16.3010,0.1448,201.2154,0.6881,16.3010,4.0000,0.0000,1.5171,0.6000,0.0000
1242,2015-05-27,16.1401,0.1956,264.1083,0.6900,16.1401,4.0000,0.0000,1.5171,0.6000,0.0000
1243,2015-05-28,16.1153,0.1863,279.4775,0.6919,16.1153,4.0000,0.0000,1.5171,0.6000,0.0000
1244,2015-05-29,16.2878,0.1430,276.5771,0.6937,16.2878,4.0000,0.0000,1.5171,0.6000,0.0000
1245,2015-05-30,16.0862,0.1308,185.4696,0.6955,16.0862,4.0000,0.0000,1.5171,0.6000,0.0000
1246,2015-05-31,15.6328,0.1266,271.9219,0.6971,15.6328,4.0000,0.0000,1.5171,0.6000,0.0000
1247,2015-06-01,15.9167,0.1195,210.7947,0.6988,15.9167,4.0000,0.0000,1.5171,0.6000,0.0000
1248,2015-06-02,16.3788,0.1211,230.0025,0.7003,16.3788,4.0000,0.0000,1.5171,0.6000,0.0000
1249,2015-06-03,16.9520,0.1185,220.6588,0.7018,16.9520,4.0000,0.0000,1.5171,0.6000,0.0000
1250,2015-06-04,16.0997,0.1237,263.0647,0.7032,16.0997,4.0000,0.0000,1.5171,0.6000,0.0000
1251,2015-06-05,16.3109,0.1317,316.8219,0.7046,16.3109,4.0000,0.0000,1.5171,0.6000,0.0000
1252,2015-06-06,17.2840,0.1239,320.5843,0.7058,17.2840,4.0000,0.0000,1.5171,0.6000,0.0000
1253,2015-06-07,18.1844,0.1241,314.1173,0.7070,18.1844,4.0000,0.0000,1.5171,0.6000,0.0000
1254,2015-06-08,17.9547,0.1263,283.1242,0.7082,17.9547,4.0000,0.0000,1.5171,0.6000,0.0000
1255,2015-06-09,17.9696,0.1339,294.5894,0.7092,17.9696,4.0000,0.0000,1.5171,0.6000,0.0000
1256,2015-06-10,18.0627,0.1348,335.6829,0.7102,18.0627,4.0000,0.0000,1.5171,0.6000,0.0000
1257,2015-06-11,17.9923,0.1234,295.9979,0.7111,17.9923,4.0000,0.0000,1.5171,0.6000,0.0000
1258,2015-06-12,18.5774,0.1214,317.9402,0.7119,18.5774,4.0000,0.0000,1.5171,0.6000,0.0000
1259,2015-06-13,19.4452,0.1199,231.2266,0.7126,19.4452,4.0000,0.0000,1.5171,0.6000,0.0000
1260,2015-06-14,19.5782,0.1194,191.1959,0.7133,19.5782,4.0000,0.0000,1.5171,0.6000,0.0000
1261,2015-06-15,18.8596,0.1208,294.7166,0.7138,18.8596,4.0000,0.0000,1.5171,0.6000,0.0000
1262,2015-06-16,18.5837,0.1222,269.5465,0.7143,18.5837,4.0000,0.0000,1.5171,0.6000,0.0000
1263,2015-06-17,18.8304,0.1219,296.5887,0.7147,18.8304,4.0000,0.0000,1.5171,0.6000,0.0000
1264,2015-06-18,18.2716,0.1198,57.1132,0.7150,18.2716,4.0000,0.0000,1.5171,0.6000,0.0000
1265,2015-06-19,17.5904,0.1198,260.5618,0.7153,17.5904,4.0000,0.0000,1.5171,0.6000,0.0000
1266,2015-06-20,17.8229,0.1200,259.4862,0.7154,17.8229,4.0000,0.0000,1.5171,0.6000,0.0000
1267,2015-06-21,18.6761,0.1269,285.3380,0.7155,18.6761,4.0000,0.0000,1.5171,0.6000,0.0000
1268,2015-06-22,19.1304,0.1286,255.9541,0.7155,19.1304,4.0000,0.0000,1.5171,0.6000,0.0000
1269,2015-06-23,18.7282,0.1194,110.5350,0.7154,18.7282,4.0000,0.0000,1.5171,0.6000,0.0000
1270,2015-06-24,17.9856,0.1175,218.3770,0.7152,17.9856,4.0000,0.0000,1.5171,0.6000,0.0000
1271,2015-06-25,17.4407,0.1174,210.2105,0.7149,17.4407,4.0000,0.0000,1.5171,0.6000,0.0000
1272,2015-06-26,17.0149,0.1189,220.5475,0.7145,17.0149,4.0000,0.0000,1.5171,0.6000,0.0000
1273,2015-06-27,17.3272,0.1196,271.5837,0.7141,17.3272,4.0000,0.0000,1.5171,0.6000,0.0000
1274,2015-06-28,18.4017,0.1205,317.4969,0.7136,18.4017,4.0000,0.0000,1.5171,0.6000,0.0000
1275,2015-06-29,19.3087,0.1202,266.8426,0.7130,19.3087,4.0000,0.0000,1.5171,0.6000,0.0000
1276,2015-06-30,19.7351,0.1188,260.7227,0.7123,19.7351,4.0000,0.0000,1.5171,0.6000,0.0000
1277,2015-07-01,20.1974,0.1234,292.2700,0.7115,20.1974,4.0000,0.0000,1.5171,0.6000,0.0000
1278,2015-07-02,20.6875,0.1265,320.3918,0.7106,20.6875,4.0000,0.0000,1.5171,0.6000,0.0000
1279,2015-07-03,21.5314,0.1196,322.1110,0.7097,21.5314,4.0000,0.0000,1.5171,0.6000,0.0000
1280,2015-07-04,22.7092,0.1175,320.9722,0.7087,22.7092,4.0000,0.0000,1.5171,0.6000,0.0000
1281,2015-07-05,24.1013,0.1175,281.6969,0.7076,24.1013,4.0000,0.0000,1.5171,0.6000,0.0000
1282,2015-07-06,24.2381,0.1176,130.3267,0.7065,24.2381,4.0000,0.0000,1.5171,0.6000,0.0000
1283,2015-07-07,22.2011,0.1179,284.9648,0.7052,22.2011,4.0000,0.0000,1.5171,0.6000,0.0000
1284,2015-07-08,21.7524,0.1170,229.8844,0.7039,21.7524,4.0000,0.0000,1.5171,0.6000,0.0000
1285,2015-07-09,20.7058,0.1169,233.9132,0.7025,20.7058,4.0000,0.0000,1.5171,0.6000,0.0000
1286,2015-07-10,18.8884,0.1194,168.0121,0.7011,18.8884,4.0000,0.0000,1.5171,0.6000,0.0000
1287,2015-07-11,18.1226,1.4205,222.9277,0.6996,18.1226,4.0000,0.0000,1.5171,0.6000,0.0000
1288,2015-07-12,18.4709,2.1980,277.1645,0.6980,18.4709,4.0000,0.0000,1.5171,0.6000,0.0000
1289,2015-07-13,18.9706,1.0351,235.2572,0.6963,18.9706,4.0000,0.0000,1.5171,0.6000,0.0000
1290,2015-07-14,19.3108,0.6870,181.6348,0.6946,19.3108,4.0000,0.0000,1.5171,0.6000,0.0000
1291,2015-07-15,19.3939,0.6865,232.0899,0.6928,19.3939,4.0000,0.0000,1.5171,0.6000,0.0000
1292,2015-07-16,19.2747,0.6020,254.7023,0.6910,19.2747,4.0000,0.0000,1.5171,0.6000,0.0000
1293,2015-07-17,19.1275,0.5198,278.3377,0.6891,19.1275,4.0000,0.0000,1.5171,0.6000,0.0000
1294,2015-07-18,19.4459,0.4545,216.0432,0.6871,19.4459,4.0000,0.0000,1.5171,0.6000,0.0000
1295,2015-07-19,19.6850,0.3627,241.5216,0.6851,19.6850,4.0000,0.0000,1.5171,0.6000,0.0000
1296,2015-07-20,19.0637,0.3755,175.8031,0.6830,19.0637,4.0000,0.0000,1.5171,0.6000,0.0000
1297,2015-07-21,19.0157,0.3639,234.5780,0.6809,19.0157,4.0000,0.0000,1.5171,0.6000,0.0000
1298,2015-07-22,19.5628,0.3105,266.9266,0.6788,19.5628,4.0000,0.0000,1.5171,0.6000,0.0000
1299,2015-07-23,19.6792,0.2841,135.2773,0.6765,19.6792,4.0000,0.0000,1.5171,0.6000,0.0000
1300,2015-07-24,19.4353,0.2728,289.0289,0.6743,19.4353,4.0000,0.0000,1.5171,0.6000,0.0000
1301,2015-07-25,19.8663,0.2509,206.1350,0.6720,19.8663,4.0000,0.0000,1.5171,0.6000,0.0000
1302,2015-07-26,19.9826,0.2312,146.3747,0.6696,19.9826,4.0000,0.0000,1.5171,0.6000,0.0000
1303,2015-07-27,19.2427,0.2037,197.9473,0.6672,19.2427,4.0000,0.0000,1.5171,0.6000,0.0000
1304,2015-07-28,19.3091,0.2022,156.4836,0.6648,19.3091,4.0000,0.0000,1.5171,0.6000,0.0000
1305,2015-07-29,19.1012,0.2021,189.5738,0.6623,19.1012,4.0000,0.0000,1.5171,0.6000,0.0000
1306,2015-07-30,18.5952,0.1796,176.3622,0.6598,18.5952,4.0000,0.0000,1.5171,0.6000,0.0000
1307,2015-07-31,18.0290,0.1779,163.2014,0.6572,18.0290,4.0000,0.0000,1.5171,0.6000,0.0000
1308,2015-08-01,17.7359,0.1914,210.3170,0.6546,17.7359,4.0000,0.0000,1.5171,0.6000,0.0000
1309,2015-08-02,18.2657,0.1745,284.8433,0.6520,18.2657,4.0000,0.0000,1.5171,0.6000,0.0000
1310,2015-08-03,19.4401,0.1679,261.6495,0.6493,19.4401,4.0000,0.0000,1.5171,0.6000,0.0000
1311,2015-08-04,20.5257,0.1760,279.4520,0.6466,20.5257,4.0000,0.0000,1.5171,0.6000,0.0000
1312,2015-08-05,21.5837,0.1650,264.9869,0.6439,21.5837,4.0000,0.0000,1.5171,0.6000,0.0000
1313,2015-08-06,22.4924,0.1698,253.7313,0.6412,22.4924,4.0000,0.0000,1.5171,0.6000,0.0000
1314,2015-08-07,23.1550,0.1562,259.6341,0.6384,23.1550,4.0000,0.0000,1.5171,0.6000,0.0000
1315,2015-08-08,23.8197,0.1443,243.6163,0.6356,23.8197,4.0000,0.0000,1.5171,0.6000,0.0000
1316,2015-08-09,24.4146,0.1552,195.7078,0.6327,24.4146,4.0000,0.0000,1.5171,0.6000,0.0000
1317,2015-08-10,24.0284,0.1561,208.3775,0.6299,24.0284,4.0000,0.0000,1.5171,0.6000,0.0000
1318,2015-08-11,24.1465,0.1466,260.3884,0.6270,24.1465,4.0000,0.0000,1.5171,0.6000,0.0000
1319,2015-08-12,24.8088,0.1466,248.3866,0.6241,24.8088,4.0000,0.0000,1.5171,0.6000,0.0000
1320,2015-08-13,24.4781,0.1653,237.5700,0.6212,24.4781,4.0000,0.0000,1.5171,0.6000,0.0000
1321,2015-08-14,23.2460,0.1595,263.1683,0.6182,23.2460,4.0000,0.0000,1.5171,0.6000,0.0000
1322,2015-08-15,22.6967,0.1375,260.8633,0.6153,22.6967,4.0000,0.0000,1.5171,0.6000,0.0000
1323,2015-08-16,22.3109,0.1343,255.2250,0.6123,22.3109,4.0000,0.0000,1.5171,0.6000,0.0000
1324,2015-08-17,21.4038,0.1306,246.9865,0.6093,21.4038,4.0000,0.0000,1.5171,0.6000,0.0000
1325,2015-08-18,20.3984,0.1249,255.3527,0.6063,20.3984,4.0000,0.0000,1.5171,0.6000,0.0000
1326,2015-08-19,19.9503,0.1234,252.7702,0.6033,19.9503,4.0000,0.0000,1.5171,0.6000,0.0000
1327,2015-08-20,19.7784,0.1208,248.4062,0.6002,19.7784,4.0000,0.0000,1.5171,0.6000,0.0000
1328,2015-08-21,20.1684,0.1198,234.8085,0.5972,20.1684,4.0000,0.0000,1.5171,0.6000,0.0000
1329,2015-08-22,20.6510,0.1201,187.5628,0.5941,20.6510,4.0000,0.0000,1.5171,0.6000,0.0000
1330,2015-08-23,20.8078,0.1200,206.9862,0.5910,20.8078,4.0000,0.0000,1.5171,0.6000,0.0000
1331,2015-08-24,21.0323,0.1185,183.2966,0.5879,21.0323,4.0000,0.0000,1.5171,0.6000,0.0000
1332,2015-08-25,20.9197,0.1169,154.9358,0.5848,20.9197,4.0000,0.0000,1.5171,0.6000,0.0000
1333,2015-08-26,20.7424,0.1168,193.1314,0.5817,20.7424,4.0000,0.0000,1.5171,0.6000,0.0000
1334,2015-08-27,21.0408,0.1161,199.6817,0.5785,21.0408,4.0000,0.0000,1.5171,0.6000,0.0000
1335,2015-08-28,20.6779,0.1158,90.8630,0.5754,20.6779,4.0000,0.0000,1.5171,0.6000,0.0000
1336,2015-08-29,19.5239,0.1274,187.3605,0.5723,19.5239,4.0000,0.0000,1.5171,0.6000,0.0000
1337,2015-08-30,19.5132,0.1508,168.0803,0.5691,19.5132,4.0000,0.0000,1.5171,0.6000,0.0000
1338,2015-08-31,19.8429,0.2588,175.9271,0.5659,19.8429,4.0000,0.0000,1.5171,0.6000,0.0000
1339,2015-09-01,20.0752,0.3184,182.5162,0.5628,20.0752,4.0000,0.0000,1.5171,0.6000,0.0000
1340,2015-09-02,19.8783,1.6596,69.4826,0.5596,19.8783,4.0000,0.0000,1.5171,0.6000,0.0000
1341,2015-09-03,19.0541,1.4728,134.9910,0.5564,19.0541,4.0000,0.0000,1.5171,0.6000,0.0000
1342,2015-09-04,18.8756,0.6914,108.4236,0.5532,18.8756,4.0000,0.0000,1.5171,0.6000,0.0000
1343,2015-09-05,18.2279,0.3653,145.3385,0.5500,18.2279,4.0000,0.0000,1.5171,0.6000,0.0000
1344,2015-09-06,17.3645,0.2361,156.7832,0.5468,17.3645,4.0000,0.0000,1.5171,0.6000,0.0000
1345,2015-09-07,16.6824,0.9812,156.1908,0.5436,16.6824,4.0000,0.0000,1.5171,0.6000,0.0000
1346,2015-09-08,16.2011,5.0471,165.3369,0.5404,16.2011,4.0000,0.0000,1.5171,0.6000,0.0000
1347,2015-09-09,16.0213,5.7918,162.9899,0.5372,16.0213,4.0000,0.0000,1.5171,0.6000,0.0000
1348,2015-09-10,16.1025,3.8337,164.1587,0.5339,16.1025,4.0000,0.0000,1.5171,0.6000,0.0000
1349,2015-09-11,16.1570,2.1805,134.3621,0.5307,16.1570,4.0000,0.0000,1.5171,0.6000,0.0000
1350,2015-09-12,16.0822,1.1036,127.1372,0.5275,16.0822,4.0000,0.0000,1.5171,0.6000,0.0000
1351,2015-09-13,15.8158,0.5214,133.2405,0.5243,15.8158,4.0000,0.0000,1.5171,0.6000,0.0000
1352,2015-09-14,15.7282,0.2486,160.9247,0.5210,15.7282,4.0000,0.0000,1.5171,0.6000,0.0000
1353,2015-09-15,16.0336,0.1865,136.4074,0.5178,16.0336,4.0000,0.0000,1.5171,0.6000,0.0000
1354,2015-09-16,16.7648,0.2039,113.6044,0.5146,16.7648,4.0000,0.0000,1.5171,0.6000,0.0000
1355,2015-09-17,17.7012,0.2081,163.8859,0.5113,17.7012,4.0000,0.0000,1.5171,0.6000,0.0000
1356,2015-09-18,18.1097,0.2072,140.9975,0.5081,18.1097,4.0000,0.0000,1.5171,0.6000,0.0000
1357,2015-09-19,17.5105,0.1828,147.2203,0.5049,17.5105,4.0000,0.0000,1.5171,0.6000,0.0000
1358,2015-09-20,17.3415,0.2082,113.7477,0.5016,17.3415,4.0000,0.0000,1.5171,0.6000,0.0000
1359,2015-09-21,16.6842,0.6203,78.9714,0.4984,16.6842,4.0000,0.0000,1.5171,0.6000,0.0000
1360,2015-09-22,15.8301,0.7829,94.6889,0.4951,15.8301,4.0000,0.0000,1.5171,0.6000,0.0000
1361,2015-09-23,15.6419,0.3031,97.4368,0.4919,15.6419,4.0000,0.0000,1.5171,0.6000,0.0000
1362,2015-09-24,15.9515,0.3655,134.9990,0.4887,15.9515,4.0000,0.0000,1.5171,0.6000,0.0000
1363,2015-09-25,16.2477,0.3788,136.0757,0.4854,16.2477,4.0000,0.0000,1.5171,0.6000,0.0000
1364,2015-09-26,16.2758,0.9031,132.4886,0.4822,16.2758,4.0000,0.0000,1.5171,0.6000,0.0000
1365,2015-09-27,15.5279,2.1951,120.1051,0.4790,15.5279,4.0000,0.0000,1.5171,0.6000,0.0000
1366,2015-09-28,14.6720,4.5545,111.7744,0.4757,14.6720,4.0000,0.0000,1.5171,0.6000,0.0000
1367,2015-09-29,14.0855,4.2793,115.4410,0.4725,14.0855,4.0000,0.0000,1.5171,0.6000,0.0000
1368,2015-09-30,13.9105,2.0221,134.8070,0.4693,13.9105,4.0000,0.0000,1.5171,0.6000,0.0000
1369,2015-10-01,13.9403,1.1227,77.0424,0.4661,13.9403,4.0000,0.0000,1.5171,0.6000,0.0000
1370,2015-10-02,13.8614,0.9180,73.6769,0.4628,13.8614,4.0000,0.0000,1.5171,0.6000,0.0000
1371,2015-10-03,13.9022,0.8059,114.9705,0.4596,13.9022,4.0000,0.0000,1.5171,0.6000,0.0000
1372,2015-10-04,13.9137,0.7675,79.5786,0.4564,13.9137,4.0000,0.0000,1.5171,0.6000,0.0000
1373,2015-10-05,13.7719,0.8770,60.4474,0.4532,13.7719,4.0000,0.0000,1.5171,0.6000,0.0000
1374,2015-10-06,12.4914,1.1682,122.9305,0.4500,12.4914,4.0000,0.0000,1.5171,0.6000,0.0000
1375,2015-10-07,10.7889,0.7282,127.2641,0.4468,10.7889,4.0000,0.0000,1.5171,0.6000,0.0000
1376,2015-10-08,9.5542,0.4744,121.0277,0.4436,9.5542,4.0000,0.0000,1.5171,0.6000,0.0000
1377,2015-10-09,8.6018,0.4146,106.7444,0.4404,8.6018,4.0000,0.0000,1.5171,0.6000,0.0000
1378,2015-10-10,8.1034,0.3969,77.7785,0.4372,8.1034,4.0000,0.0000,1.5171,0.6000,0.0000
1379,2015-10-11,7.6387,0.3675,83.9454,0.4341,7.6387,4.0000,0.0000,1.5171,0.6000,0.0000
1380,2015-10-12,7.0746,0.2796,91.4959,0.4309,7.0746,4.0000,0.0000,1.5171,0.6000,0.0000
1381,2015-10-13,7.0249,0.2190,79.9474,0.4277,7.0249,4.0000,0.0000,1.5171,0.6000,0.0000
1382,2015-10-14,6.8110,0.1910,98.8261,0.4246,6.8110,4.0000,0.0000,1.5171,0.6000,0.0000
1383,2015-10-15,6.8253,0.1698,100.0141,0.4215,6.8253,4.0000,0.0000,1.5171,0.6000,0.0000
1384,2015-10-16,6.6091,0.1516,14.4054,0.4183,6.6091,4.0000,0.0000,1.5171,0.6000,0.0000
1385,2015-10-17,6.5560,0.1548,40.1251,0.4152,6.5560,4.0000,0.0000,1.5171,0.6000,0.0000
1386,2015-10-18,6.7197,0.1775,24.9261,0.4121,6.7197,4.0000,0.0000,1.5171,0.6000,0.0000
1387,2015-10-19,6.8877,0.2560,83.7055,0.4090,6.8877,4.0000,0.0000,1.5171,0.6000,0.0000
1388,2015-10-20,6.8788,0.1971,29.7195,0.4059,6.8788,4.0000,0.0000,1.5171,0.6000,0.0000
1389,2015-10-21,7.0265,0.1623,53.4744,0.4028,7.0265,4.0000,0.0000,1.5171,0.6000,0.0000
1390,2015-10-22,7.1935,0.1459,45.6972,0.3998,7.1935,4.0000,0.0000,1.5171,0.6000,0.0000
1391,2015-10-23,7.9046,0.1433,54.1642,0.3967,7.9046,4.0000,0.0000,1.5171,0.6000,0.0000
1392,2015-10-24,8.4268,0.2854,82.0880,0.3937,8.4268,4.0000,0.0000,1.5171,0.6000,0.0000
1393,2015-10-25,8.5311,0.2236,25.7430,0.3907,8.5311,4.0000,0.0000,1.5171,0.6000,0.0000
1394,2015-10-26,8.5735,1.0473,77.4668,0.3877,8.5735,4.0000,0.0000,1.5171,0.6000,0.0000
1395,2015-10-27,8.5479,1.2939,52.2759,0.3847,8.5479,4.0000,0.0000,1.5171,0.6000,0.0000
1396,2015-10-28,8.2363,1.0099,54.4801,0.3818,8.2363,4.0000,0.0000,1.5171,0.6000,0.0000
1397,2015-10-29,7.0081,0.3453,73.3856,0.3788,7.0081,4.0000,0.0000,1.5171,0.6000,0.0000
1398,2015-10-30,6.1855,0.3027,72.4800,0.3759,6.1855,4.0000,0.0000,1.5171,0.6000,0.0000
1399,2015-10-31,5.8363,0.2287,65.7366,0.3730,5.8363,4.0000,0.0000,1.5171,0.6000,0.0000
1400,2015-11-01,6.3830,0.1531,59.4089,0.3701,6.3830,4.0000,0.0000,1.5171,0.6000,0.0000
1401,2015-11-02,7.1490,0.1679,34.6852,0.3673,7.1490,4.0000,0.0000,1.5171,0.6000,0.0000
1402,2015-11-03,7.4736,0.1765,38.9704,0.3644,7.4736,4.0000,0.0000,1.5171,0.6000,0.0000
1403,2015-11-04,7.4974,0.1659,23.9825,0.3616,7.4974,4.0000,0.0000,1.5171,0.6000,0.0000
1404,2015-11-05,7.4632,0.1803,22.9278,0.3588,7.4632,4.0000,0.0000,1.5171,0.6000,0.0000
